Author,Reference,Highlight,Publishing date,Year,Cell,Wafer doping,Wafer type,Wafer initial surface,Resitivity,Thickness,Junction location,Rear texture,Front texture,Protection layer,Texturing process,Protection layer removal,Cleaning,Emitter type,Sheet resistance,Emitter process,BSF Sheet resistance,BSF type,BSF process,Annealing temperature ©,Annealing time (min),Passivation front,Passivation front process,interconnection,Inter-layer,Inter-layer thicknes,Inter-layer process,Inter-layer process temperature,Annealing temperature ©,Annealing time (min),Clean before perovskite,Photolithography,Oxidation time,Oxidation temperature,Surface removal,Surface removal process,Rear passivation,Rear local contact,Rear passivation process,Rear metal,Rear electrode,Rear TCO thickness,Rear metal thickness,Rear metal order,Rear metal process,Annealing temperature,Annealing time,Surface removal,Surface removal process,Perovskite polarity,ETL,HTL,Cell isolation,Substrate area,Cell area,Cell active area,Buffer layer,Front electrode,Front metal,Front TCO,Front TCO thickness,Total front TCO thickness,Front TCO process,Front metal thickness [nm],Grid,Finger width [um],Finger spacing [mm],Front metal process,Scan direction,Bandgap,Voc tandem,Jsc tandem,FF tandem,n tandem,Jsc silicon,Jsc perovskite,Certified,Stability conditions,Stability result,Damp heat,Voc silicon,FF silicon,n silicon,Jsc silicon cell,Obs,
Isikgor et al.,https://www.sciencedirect.com/science/article/pii/S2542435121002488,Pvk defect passivation,16/01/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,25,,,,,,,,,,,,,,Ag,ITO/Ag,150,,,,,,,,p-i-n,,,,-,-,1.03,SnO2,,,IZO,100,100,,,,,,,Forward,,,,,27.3,,,No,,,,,,,,,
Isikgor et al.,https://www.sciencedirect.com/science/article/pii/S2542435121002488,Pvk defect passivation - control,16/01/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,25,,,,,,,,,,,,,,Ag,ITO/Ag,150,,,,,,,,p-i-n,,,,-,-,1.03,SnO2,,,IZO,100,100,,,,,,,Reverse,,,,,25.4,,,No,,,,,,,,,
Isikgor et al.,https://www.sciencedirect.com/science/article/pii/S2542435121002488,Pvk defect passivation - control,16/01/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,25,,,,,,,,,,,,,,Ag,ITO/Ag,150,,,,,,,,p-i-n,,,,-,-,1.03,SnO2,,,IZO,100,100,,,,,,,Forward,,,,,25.2,,,No,,,,,,,,,
Kohnen et al.,https://onlinelibrary.wiley.com/doi/10.1002/solr.202100244 ,n-type FZ and Cz SHJ bottom cells compared,21/04/2021,2021,SHJ,n-type,Cz,As cut,5,100,Rear,Textured,Saw-damage etched,,,,Not clear,a-Si:H(p),Not clear,PECVD,Not clear,nc-SiOx:H(n),PECVD,Not clear,Not clear,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,,,,,,,a-Si:H(i),No,PECVD,Ag,AZO/Ag,Not clear,Not clear,Before,evaporation,,,,,p-i-n,LiF/C60,2PACz,,-,-,1.008,SnO2,IZO/Ag,Ag,IZO,Not clear,Not clear,sputtering,100,No,None,None,evaporation,Reverse,,1930,17.81,81.05,27.8,17.81,19.56,No,,,,,,,,,
Kohnen et al.,https://onlinelibrary.wiley.com/doi/10.1002/solr.202100244 ,n-type FZ and Cz SHJ bottom cells compared,21/04/2021,2021,SHJ,n-type,Cz,As cut,5,100,Rear,Textured,Saw-damage etched,,,,Not clear,a-Si:H(p),Not clear,PECVD,Not clear,nc-SiOx:H(n),PECVD,Not clear,Not clear,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,,,,,,,a-Si:H(i),No,PECVD,Ag,AZO/Ag,Not clear,Not clear,Before,evaporation,,,,,p-i-n,LiF/C60,2PACz,,-,-,1.008,SnO2,IZO/Ag,Ag,IZO,Not clear,Not clear,sputtering,100,No,None,None,evaporation,Forward,,1940,17.81,80.89,27.89,17.81,19.56,No,,,,,,,,,
Kohnen et al.,https://onlinelibrary.wiley.com/doi/10.1002/solr.202100244 ,n-type FZ and Cz SHJ bottom cells compared,21/04/2021,2021,SHJ,n-type,Cz,As cut,5,100,Rear,Textured,Saw-damage etched,,,,Not clear,a-Si:H(p),Not clear,PECVD,Not clear,nc-SiOx:H(n),PECVD,Not clear,Not clear,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,,,,,,,a-Si:H(i),No,PECVD,Ag,AZO/Ag,Not clear,Not clear,Before,evaporation,,,,,p-i-n,LiF/C60,2PACz,,-,-,1.008,SnO2,IZO/Ag,Ag,IZO,Not clear,Not clear,sputtering,100,No,None,None,evaporation,Tracking,,,,,27.81,17.81,19.56,No,,,,,,,,,
Kohnen et al.,https://onlinelibrary.wiley.com/doi/10.1002/solr.202100244 ,n-type FZ and Cz SHJ bottom cells compared,21/04/2021,2021,SHJ,n-type,FZ,DSP,3,280,Rear,Textured,Planar,,,,Not clear,a-Si:H(p),Not clear,PECVD,Not clear,nc-SiOx:H(n),PECVD,Not clear,Not clear,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,,,,,,,a-Si:H(i),No,PECVD,Ag,AZO/Ag,Not clear,Not clear,Before,evaporation,,,,,p-i-n,LiF/C60,2PACz,,-,-,1.008,SnO2,IZO/Ag,Ag,IZO,Not clear,Not clear,sputtering,100,No,None,None,evaporation,Reverse,,1890,19.13,78.01,28.15,19.08,19.44,No,,,,,,,,,
Kohnen et al.,https://onlinelibrary.wiley.com/doi/10.1002/solr.202100244 ,n-type FZ and Cz SHJ bottom cells compared,21/04/2021,2021,SHJ,n-type,FZ,DSP,3,280,Rear,Textured,Planar,,,,Not clear,a-Si:H(p),Not clear,PECVD,Not clear,nc-SiOx:H(n),PECVD,Not clear,Not clear,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,,,,,,,a-Si:H(i),No,PECVD,Ag,AZO/Ag,Not clear,Not clear,Before,evaporation,,,,,p-i-n,LiF/C60,2PACz,,-,-,1.008,SnO2,IZO/Ag,Ag,IZO,Not clear,Not clear,sputtering,100,No,None,None,evaporation,Forward,,1890,19.13,77.2,27.96,19.08,19.44,No,,,,,,,,,
Kohnen et al.,https://onlinelibrary.wiley.com/doi/10.1002/solr.202100244 ,n-type FZ and Cz SHJ bottom cells compared,21/04/2021,2021,SHJ,n-type,FZ,DSP,3,280,Rear,Textured,Planar,,,,Not clear,a-Si:H(p),Not clear,PECVD,Not clear,nc-SiOx:H(n),PECVD,Not clear,Not clear,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,,,,,,,a-Si:H(i),No,PECVD,Ag,AZO/Ag,Not clear,Not clear,Before,evaporation,,,,,p-i-n,LiF/C60,2PACz,,-,-,1.008,SnO2,IZO/Ag,Ag,IZO,Not clear,Not clear,sputtering,100,No,None,None,evaporation,Tracking,,,,,28.05,19.08,19.44,No,,,,,,,,,
Song et al.,https://www.mdpi.com/1996-1073/14/11/3108,MoOx hole-selective layer on Silicon,26/05/2021,2021,polo,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,80/15,,,,,,,,,,,,,,Ag,Ag,0,,,,,,,,n-i-p,,,,-,-,1,MoOx,,,ITO,Not clear,Not clear,,,,,,,Not clear,,,,,8,,,No,,,,,,,,,
Song et al.,https://www.mdpi.com/1996-1073/14/11/3108,MoOx hole-selective layer on Silicon,26/05/2021,2021,polo,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20/15,,,,,,,,,,,,,,Ag,Ag,0,,,,,,,,n-i-p,,,,-,-,1,MoOx,,,ITO,Not clear,Not clear,,,,,,,Not clear,,,,,7.8,,,No,,,,,,,,,
Song et al.,https://www.mdpi.com/1996-1073/14/11/3108,MoOx hole-selective layer on Silicon,26/05/2021,2021,polo,,,,,,,,,,,,,,,,,,,,,,,recombination,None,15,,,,,,,,,,,,,,Ag,Ag,0,,,,,,,,n-i-p,,,,-,-,1,MoOx,,,ITO,Not clear,Not clear,,,,,,,Not clear,,,,,3.3,,,No,,,,,,,,,
Wang et al.,https://link.springer.com/article/10.1007/s11426-021-1059-1,Cross-linked HTLs,29/06/2021,2021,not clear,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,ITO/Ag,15,,,,,,,,p-i-n,,,,-,-,unclear,SnO2,,,ITO,100,100,,,,,,,Not clear,,,,,25.4,,,No,,,,,,,,,
Wang et al.,https://link.springer.com/article/10.1007/s11426-021-1059-1,Cross-linked HTLs,29/06/2021,2021,not clear,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,ITO/Ag,15,,,,,,,,p-i-n,,,,-,-,unclear,SnO2,,,ITO,100,100,,,,,,,Tracking,,,,,25.1,,,No,,,,,,,,,
Aydin et al.,https://pubs.rsc.org/en/content/articlelanding/2021/ee/d1ee01206a,Ligand-branched charge extraction,30/06/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,15,,,,,,,,,,,,,,Ag,IZrO/Ag,100,,,,,,,,n-i-p,,,,-,-,1.03,Vox,,,IZO,70,70,,,,,,,Reverse,,,,,27.1,,,No,,,,,,,,,
Aydin et al.,https://pubs.rsc.org/en/content/articlelanding/2021/ee/d1ee01206a,Ligand-branched charge extraction,30/06/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,15,,,,,,,,,,,,,,Ag,IZrO/Ag,100,,,,,,,,n-i-p,,,,-,-,1.03,Vox,,,IZO,70,70,,,,,,,Forward,,,,,26,,,No,,,,,,,,,
Aydin et al.,https://pubs.rsc.org/en/content/articlelanding/2021/ee/d1ee01206a,Ligand-branched charge extraction,30/06/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,15,,,,,,,,,,,,,,Ag,IZrO/Ag,100,,,,,,,,n-i-p,,,,-,-,1.03,Vox,,,IZO,70,70,,,,,,,Tracking,,,,,28,,,No,,,,,,,,,
Ross et al.,https://advanced.onlinelibrary.wiley.com/doi/full/10.1002/aenm.202101460,"Co-evap, 1000h stability, fully-textured",22/07/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,AZO/Ag,150,,,,,,,,p-i-n,,,,-,-,1.008,SnO2,,,IZO,Not clear,Not clear,,,,,,,Reverse,,,,,24.35,,,No,,,,,,,,,
Ross et al.,https://advanced.onlinelibrary.wiley.com/doi/full/10.1002/aenm.202101460,"Co-evap, 1000h stability, fully-textured",22/07/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,AZO/Ag,150,,,,,,,,p-i-n,,,,-,-,1.008,SnO2,,,IZO,Not clear,Not clear,,,,,,,Forward,,,,,24.72,,,No,,,,,,,,,
Ross et al.,https://advanced.onlinelibrary.wiley.com/doi/full/10.1002/aenm.202101460,"Co-evap, 1000h stability, fully-textured",22/07/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag,AZO/Ag,150,,,,,,,,p-i-n,,,,-,-,1.008,SnO2,,,IZO,Not clear,Not clear,,,,,,,Tracking,,,,,24.58,,,No,,,,,,,,,
Tockhorn et al.,https://opg.optica.org/abstract.cfm?uri=pvled-2021-PvTh2E.3,Periodic nanostructures,29/07/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,not clear,,,,,,,,,,,,,,Ag,AZO/Ag,not clear,,,,,,,,p-i-n,,,,-,-,not clear,SnO2,,,IZO,-,-,,,,,,,Not clear,,,,,26.4,,,No,,,,,,,,,
Tockhorn et al.,https://opg.optica.org/abstract.cfm?uri=pvled-2021-PvTh2E.3,Periodic nanostructures,29/07/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,not clear,,,,,,,,,,,,,,Ag,AZO/Ag,not clear,,,,,,,,p-i-n,,,,-,-,not clear,SnO2,,,IZO,-,-,,,,,,,Not clear,,,,,26.2,,,No,,,,,,,,,
De Bastiani et al.,https://pubs.acs.org/doi/10.1021/acsenergylett.1c01018 ,Outdoor performance study,30/07/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,25,,,,,,,,,,,,,,Ag,ITO/Ag,150,,,,,,,,p-i-n,,,,-,-,1.03,SnO2,,,IZO,Not clear,Not clear,,,,,,,Forward,,,,,23.28,,,No,,,,,,,,,
De Bastiani et al.,https://pubs.acs.org/doi/10.1021/acsenergylett.1c01018 ,Outdoor performance study,30/07/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,25,,,,,,,,,,,,,,Ag,ITO/Ag,150,,,,,,,,p-i-n,,,,-,-,1.03,SnO2,,,IZO,Not clear,Not clear,,,,,,,Reverse,,,,,23.22,,,No,,,,,,,,,
De Bastiani et al.,https://pubs.acs.org/doi/10.1021/acsenergylett.1c01018 ,"Outdoor performance study, encapsulated",30/07/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,25,,,,,,,,,,,,,,Ag,ITO/Ag,150,,,,,,,,p-i-n,,,,-,-,1.03,SnO2,,,IZO,Not clear,Not clear,,,,,,,Forward,,,,,23.28,,,No,,,,,,,,,
De Bastiani et al.,https://pubs.acs.org/doi/10.1021/acsenergylett.1c01018 ,"Outdoor performance study, encapsulated",30/07/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,25,,,,,,,,,,,,,,Ag,ITO/Ag,150,,,,,,,,p-i-n,,,,-,-,1.03,SnO2,,,IZO,Not clear,Not clear,,,,,,,Reverse,,,,,23.22,,,No,,,,,,,,,
De Bastiani et al.,https://pubs.acs.org/doi/10.1021/acsenergylett.1c01018 ,Outdoor performance study,30/07/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,25,,,,,,,,,,,,,,Ag,ITO/Ag,150,,,,,,,,p-i-n,,,,-,-,1.03,SnO2,,,IZO,Not clear,Not clear,,,,,,,Forward,,,,,23.56,,,No,,,,,,,,,
De Bastiani et al.,https://pubs.acs.org/doi/10.1021/acsenergylett.1c01018 ,Outdoor performance study,30/07/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,25,,,,,,,,,,,,,,Ag,ITO/Ag,150,,,,,,,,p-i-n,,,,-,-,1.03,SnO2,,,IZO,Not clear,Not clear,,,,,,,Reverse,,,,,23.61,,,No,,,,,,,,,
De Bastiani et al.,https://pubs.acs.org/doi/10.1021/acsenergylett.1c01018 ,"Outdoor performance study, encapsulated",30/07/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,25,,,,,,,,,,,,,,Ag,ITO/Ag,150,,,,,,,,p-i-n,,,,-,-,1.03,SnO2,,,IZO,Not clear,Not clear,,,,,,,Forward,,,,,21.66,,,No,,,,,,,,,
De Bastiani et al.,https://pubs.acs.org/doi/10.1021/acsenergylett.1c01018 ,"Outdoor performance study, encapsulated",30/07/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,25,,,,,,,,,,,,,,Ag,ITO/Ag,150,,,,,,,,p-i-n,,,,-,-,1.03,SnO2,,,IZO,Not clear,Not clear,,,,,,,Reverse,,,,,21.9,,,No,,,,,,,,,
Chen et al.,https://www.sciencedirect.com/science/article/pii/S2095495621004083#f0015,Composite ETL - control,30/07/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag/Al,ITO/Ag/Al,80,,,,,,,,n-i-p,,,,-,-,0.5,MoOx,,,IZO,100,100,,,,,,,Tracking,,,,,23.8,,,No,,,,,,,,,
Chen et al.,https://www.sciencedirect.com/science/article/pii/S2095495621004083#f0015,Composite ETL,30/07/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag/Al,ITO/Ag/Al,80,,,,,,,,n-i-p,,,,-,-,0.5,MoOx,,,IZO,100,100,,,,,,,Tracking,,,,,25.42,,,No,,,,,,,,,
Hou et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/solr.202100357,perovskite crystal growth control,03/08/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,40,,,,,,,,,,,,,,Ag/Al,ITO/Ag/Al,40,,,,,,,,n-i-p,,,,-,-,0.86,MoOx,,,ITO,110,110,,,,,,,Reverse,,,,,24.16,,,No,,,,,,,,,
Hou et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/solr.202100357,perovskite crystal growth control,03/08/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,40,,,,,,,,,,,,,,Ag/Al,ITO/Ag/Al,40,,,,,,,,n-i-p,,,,-,-,0.86,MoOx,,,ITO,110,110,,,,,,,Forward,,,,,22.23,,,No,,,,,,,,,
Park et al.,https://advanced.onlinelibrary.wiley.com/doi/full/10.1002/adom.202100788,"C60, ITO optimisation",03/08/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,85,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,-,-,1,PEIE,,,ITO,85,85,,,,,,,Reverse,,,,,25.63,,,No,,,,,,,,,
Park et al.,https://advanced.onlinelibrary.wiley.com/doi/full/10.1002/adom.202100788,"C60, ITO optimisation",03/08/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,85,,,,,,,,,,,,,,Ag,ITO/Ag,80,,,,,,,,p-i-n,,,,-,-,1,PEIE,,,ITO,85,85,,,,,,,Forward,,,,,25.3,,,No,,,,,,,,,
Zhang et al,https://onlinelibrary.wiley.com/doi/full/10.1002/solr.202100464 ,SnO2 passivation,14/08/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,Not clear,,,,,,,,,,,,,,Ag,ITO/Ag,Not clear,,,,,,,,n-i-p,,,,-,-,0.5091,MoOx,,,ITO,110,110,,,,,,,Not clear,,,,,24.75,,,No,,,,,,,,,
Zhang et al,https://onlinelibrary.wiley.com/doi/full/10.1002/solr.202100464 ,"SnO2 passivation, control",14/08/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,Not clear,,,,,,,,,,,,,,Ag,ITO/Ag,Not clear,,,,,,,,n-i-p,,,,-,-,0.5091,MoOx,,,ITO,110,110,,,,,,,Not clear,,,,,22.67,,,No,,,,,,,,,
Xia et al.,https://pubs.rsc.org/en/content/articlelanding/2021/ta/d1ta04330g,Interface passivation,19/08/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag/Al,ITO/Ag/Al,80,,,,,,,,n-i-p,,,,-,-,0.5091,MoOx,,,IZO,100,100,,,,,,,Reverse,,,,,21.23,,,No,,,,,,,,,
Xia et al.,https://pubs.rsc.org/en/content/articlelanding/2021/ta/d1ta04330g,Interface passivation,19/08/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag/Al,ITO/Ag/Al,80,,,,,,,,n-i-p,,,,-,-,0.5091,MoOx,,,IZO,100,100,,,,,,,Forward,,,,,24.01,,,No,,,,,,,,,
Xia et al.,https://pubs.rsc.org/en/content/articlelanding/2021/ta/d1ta04330g,Interface passivation,19/08/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag/Al,ITO/Ag/Al,80,,,,,,,,n-i-p,,,,-,-,0.5091,MoOx,,,IZO,100,100,,,,,,,? Average,,,,,21.89,,,No,,,,,,,,,
Xia et al.,https://pubs.rsc.org/en/content/articlelanding/2021/ta/d1ta04330g,Interface passivation,19/08/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag/Al,ITO/Ag/Al,80,,,,,,,,n-i-p,,,,-,-,0.5091,MoOx,,,IZO,100,100,,,,,,,Reverse,,,,,20.29,,,No,,,,,,,,,
Xia et al.,https://pubs.rsc.org/en/content/articlelanding/2021/ta/d1ta04330g,Interface passivation,19/08/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag/Al,ITO/Ag/Al,80,,,,,,,,n-i-p,,,,-,-,0.5091,MoOx,,,IZO,100,100,,,,,,,Forward,,,,,22.93,,,No,,,,,,,,,
Xia et al.,https://pubs.rsc.org/en/content/articlelanding/2021/ta/d1ta04330g,Interface passivation,19/08/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,ITO,20,,,,,,,,,,,,,,Ag/Al,ITO/Ag/Al,80,,,,,,,,n-i-p,,,,-,-,0.5091,MoOx,,,IZO,100,100,,,,,,,? Average,,,,,19.72,,,No,,,,,,,,,
Sutter et al.,https://ieeexplore.ieee.org/document/9518715,"Silicon wafers with nanostructured texturing. Obs: Ceall area not reported, thus, an area of 1cm2 was assumed when plotting the data in this application.",26/08/2021,2021,SHJ,n-type,Not clear,Not clear,Not clear,Not clear,Rear,Textured,Nanostructures,,,,Not clear,a-Si:H(p),Not clear,Not clear,Not clear,nc-SiOx:H(n),Not clear,Not clear,Not clear,a-Si:H(i),Not clear,recombination,ITO,Not clear,Not clear,Not clear,,,,,,,,,a-Si:H(i),None,Not clear,Ag,ITO/Ag,Not clear,Not clear,Not clear,Not clear,,,,,p-i-n,C60,MeO-2PACz,,-,-,1,None,IZO/Ag,Ag,IZO,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Forward,,1710,19.5,77.9,26.1,,,No,,* Cell area unkown,* Cell area unkown,,,,,,
Sutter et al.,https://ieeexplore.ieee.org/document/9518715,"Silicon wafers with nanostructured texturing. Obs: Ceall area not reported, thus, an area of 1cm2 was assumed when plotting the data in this application.",26/08/2021,2021,SHJ,n-type,Not clear,Not clear,Not clear,Not clear,Rear,Textured,Nanostructures,,,,Not clear,a-Si:H(p),Not clear,Not clear,Not clear,nc-SiOx:H(n),Not clear,Not clear,Not clear,a-Si:H(i),Not clear,recombination,ITO,Not clear,Not clear,Not clear,,,,,,,,,a-Si:H(i),None,Not clear,Ag,ITO/Ag,Not clear,Not clear,Not clear,Not clear,,,,,p-i-n,C60,MeO-2PACz,,-,-,1,None,IZO/Ag,Ag,IZO,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Not clear,Tracking,,,,,26,,,No,,* Cell area unkown,* Cell area unkown,,,,,,
Zhumagali et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/aenm.202101662,N719 for simultaneous passivation NiOx and perovskite,05/09/2021,2021,SHJ,n-type,FZ,Textured,01-May,250-280,Rear,Textured,Textured,,alkaline,,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,Not clear,Not clear,a-Si:H(i),PECVD,recombination,ITO,25,sputtering,Not clear,200,10,,,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,150,250,Before,Sputtering,,,,,p-i-n,C60,NiOx,,-,-,1.03,SnO2,IZO/Ag,Ag,IZO,70,70,sputtering,350,No,None,None,evaporation,Reverse,1.68,1720,19.2,71,23.5,19.2,19.2,No,,,,,,,,,
Zhumagali et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/aenm.202101662,N719 for simultaneous passivation NiOx and perovskite,05/09/2021,2021,SHJ,n-type,FZ,Textured,01-May,250-280,Rear,Textured,Textured,,alkaline,,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,Not clear,Not clear,a-Si:H(i),PECVD,recombination,ITO,25,sputtering,Not clear,200,10,,,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,150,250,Before,Sputtering,,,,,p-i-n,C60,N719/NiOx,,-,-,1.03,SnO2,IZO/Ag,Ag,IZO,70,70,sputtering,350,No,None,None,evaporation,Reverse,1.68,1780,19.2,76.8,26.2,19.2,19.2,No,,,,,,,,,
Lang et al.,https://pubs.acs.org/doi/full/10.1021/acsenergylett.1c01783,Characterisation-focused paper,22/10/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,recombination,InOx,20,,,,,,,,,,,,,,Ag,InOx/Ag,70,,,,,,,,p-i-n,,,,-,-,1,SnO2,,,IZO,Not clear,Not clear,,,,,,,Tracking,,,,,27.25,,,No,,,,,,,,,
Li et al.,https://advanced.onlinelibrary.wiley.com/doi/full/10.1002/aenm.202102046,"10 000 h stability, CsBr additive control - no CsBr",06/11/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,tunneling,nc-Si:H(n/p),Not clear,,,,,,,,,,,,,,Ag/Al,ITO/Ag/Al,Not clear,,,,,,,,p-i-n,,,,-,-,0.5089,SnO2,,,IZO,100,100,,,,,,,Not clear,,,,,25.17,,,No,,,,,,,,,
Li et al.,https://advanced.onlinelibrary.wiley.com/doi/full/10.1002/aenm.202102046,"10 000 h stability, CsBr additive",06/11/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,tunneling,nc-Si:H(n/p),Not clear,,,,,,,,,,,,,,Ag/Al,ITO/Ag/Al,Not clear,,,,,,,,p-i-n,,,,-,-,0.5089,SnO2,,,IZO,100,100,,,,,,,Not clear,,,,,26.24,,,No,,,,,,,,,
Li et al.,https://advanced.onlinelibrary.wiley.com/doi/full/10.1002/aenm.202102046,"10 000 h stability, CsBr additive",06/11/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,tunneling,nc-Si:H(n/p),Not clear,,,,,,,,,,,,,,Ag/Al,ITO/Ag/Al,Not clear,,,,,,,,p-i-n,,,,-,-,0.5089,SnO2,,,IZO,100,100,,,,,,,Reverse,,,,,27.48,,,No,,,,,,,,,
Li et al.,https://advanced.onlinelibrary.wiley.com/doi/full/10.1002/aenm.202102046,"10 000 h stability, CsBr additive",06/11/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,tunneling,nc-Si:H(n/p),Not clear,,,,,,,,,,,,,,Ag/Al,ITO/Ag/Al,Not clear,,,,,,,,p-i-n,,,,-,-,0.5089,SnO2,,,IZO,100,100,,,,,,,Forward,,,,,23.81,,,No,,,,,,,,,
Li et al.,https://advanced.onlinelibrary.wiley.com/doi/full/10.1002/aenm.202102046,"10 000 h stability, CsBr additive - control, no CsBr",06/11/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,tunneling,nc-Si:H(n/p),Not clear,,,,,,,,,,,,,,Ag/Al,ITO/Ag/Al,Not clear,,,,,,,,p-i-n,,,,-,-,0.5089,SnO2,,,IZO,100,100,,,,,,,Tracking,,,,,25.74,,,No,,,,,,,,,
Li et al.,https://advanced.onlinelibrary.wiley.com/doi/full/10.1002/aenm.202102046,"10 000 h stability, CsBr additive",06/11/2021,2021,SHJ,,,,,,,,,,,,,,,,,,,,,,,tunneling,nc-Si:H(n/p),Not clear,,,,,,,,,,,,,,Ag/Al,ITO/Ag/Al,Not clear,,,,,,,,p-i-n,,,,-,-,0.5089,SnO2,,,IZO,100,100,,,,,,,Tracking,,,,,27.29,,,No,,,,,,,,,
Hyun et al.,https://www.mdpi.com/1996-1073/14/22/7614,Chemical bath deposition SnO2,15/11/2021,2021,polo,,,,,,,,,,,,,,,,,,,,,,,inter-layer free,None,0,,,,,,,,,,,,,,Ag,Ag,0,,,,,,,,n-i-p,,,,-,-,0.1,MoOx,,,ITO,170,170,,,,,,,Not clear,,,,,16.9,,,No,,,,,,,,,
