Author,Reference,Highlight,Publishing date,Year,Cell,Wafer doping,Wafer type,Wafer initial surface,Resitivity,Thickness,Junction location,Rear texture,Front texture,Protection layer,Texturing process,Protection layer removal,Cleaning,Emitter type,Sheet resistance,Emitter process,BSF Sheet resistance,BSF type,BSF process,Annealing temperature ©,Annealing time (min),Passivation front,Passivation front process,interconnection,Inter-layer,Inter-layer thicknes,Inter-layer process,Inter-layer process temperature,Annealing temperature ©,Annealing time (min),Clean before perovskite,Photolithography,Oxidation time,Oxidation temperature,Surface removal,Surface removal process,Rear passivation,Rear local contact,Rear passivation process,Rear metal,Rear electrode,Rear TCO thickness,Rear metal thickness,Rear metal order,Rear metal process,Annealing temperature,Annealing time,Surface removal,Surface removal process,Perovskite polarity,ETL,HTL,Cell isolation,Substrate area,Cell area,Cell active area,Buffer layer,Front electrode,Front metal,Front TCO,Front TCO thickness,Total front TCO thickness,Front TCO process,Front metal thickness [nm],Grid,Finger width [um],Finger spacing [mm],Front metal process,Scan direction,Bandgap,Voc tandem,Jsc tandem,FF tandem,n tandem,Jsc silicon,Jsc perovskite,Certified,Stability conditions,Stability result,Damp heat,Voc silicon,FF silicon,n silicon,Jsc silicon cell,Obs,
Hou et al.,https://pubs.acs.org/doi/abs/10.1021/acsaem.8b00926,Monolithic tandem with Voc over 1.8 V,04/01/2019,2019,SHJ,n-type,FZ,DSP,Not clear,280,Not clear,Planar,Planar,Not clear,None,None,RCA,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,145 - 190,Not clear,a-Si:H(i),PECVD,recombination,ITO,80,PVD,Not clear,None,None,UV-Ozone,Not clear,,,,,a-Si:H(i),No,PECVD,Al,ITO/Al,,600,Before,thermal evaporation,None,None,,,n-i-p,SnO2,Spiro-OMeTAD,Not clear,Not clear,0.24,0.13,MoOx,ITO/Au,Au,ITO,110,110,,Not clear,No,0,0,thermal evaporation,Forward,,1810,16.7,69,20.79,15.95,16,No,,,,700,70,16.83,34.22,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazzarella et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/aenm.201803241,Nanocrystalline silicon interlayer for infrared light management,15/02/2019,2019,heterojunction,n-type,FZ,DSP,3,250,Rear,Textured,Planar,SiO2,,,Not clear,a-Si:H(p),Not clear,PECVD,Not clear,nc-SiOx:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,25,sputtering,220,None,Not clear,Not clear,,,,,,a-Si:H(i),No,PECVD,Ag,AZO/Ag,70,400,Before,Sputtering,None,None,,,p-i-n,Not disclosed,polyTPD+NPD,Laser - not clear,Not clear,1.1,1.1,Not disclosed,Not disclosed,None,ITO,Not clear,Not clear,Not clear,Not clear,No,0,0,Not clear,Reverse - ARF,1.63,1791,19.02,74.6,25.43,18.8,19.9,Yes,,,,,,,,,
Mazzarella et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/aenm.201803241,Nanocrystalline silicon interlayer for infrared light management,15/02/2019,2019,heterojunction,n-type,FZ,DSP,3,250,Rear,Textured,Planar,SiO2,,,Not clear,a-Si:H(p),Not clear,PECVD,Not clear,nc-SiOx:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,25,sputtering,220,None,Not clear,Not clear,,,,,,a-Si:H(i),No,PECVD,Ag,AZO/Ag,70,400,Before,Sputtering,None,None,,,p-i-n,Not disclosed,polyTPD+NPD,Laser - not clear,Not clear,1.1,1.1,Not disclosed,Not disclosed,None,ITO,Not clear,Not clear,Not clear,Not clear,No,0,0,Not clear,Forward - ARF,1.63,1793,19.02,74.31,25.34,18.8,19.9,Yes,,,,,,,,,
Mazzarella et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/aenm.201803241,Nanocrystalline silicon interlayer for infrared light management,15/02/2019,2019,heterojunction,n-type,FZ,DSP,3,250,Rear,Textured,Planar,SiO2,,,Not clear,a-Si:H(p),Not clear,PECVD,Not clear,nc-SiOx:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,25,sputtering,220,None,Not clear,Not clear,,,,,,a-Si:H(i),No,PECVD,Ag,AZO/Ag,70,400,Before,Sputtering,None,None,,,p-i-n,Not disclosed,polyTPD+NPD,Laser - not clear,Not clear,1.1,1.1,Not disclosed,Not disclosed,None,ITO,Not clear,Not clear,Not clear,Not clear,No,0,0,Not clear,Tracking,1.63,,,,25.18,,,Yes,,,,,,,,,
Nogay et al.,https://pubs.acs.org/doi/10.1021/acsenergylett.9b00377,Textured p-type silicon with high-temperature passivating contact,12/03/2019,2019,polo,p-type,FZ,SSP,2,200,Front,Planar,Textured,,,,,nc-SiCx:H(n),Not clear,PECVD,Not clear,nc-SiCx:F(p),PECVD,,,SiOx,UV-O3,tunneling,nc-Si:H(p),Not clear,PECVD,,,,,,,,,,SiOx,No,UV-O3,Ag,ITO/Ag,150,300,Before,Sputtering,Not clear,Not clear,,,p-i-n,LiF/C60,Spiro-TTB,Laser - not clear,6.25,1.81,1.42,SnO2,IZO/Ag,Ag,IZO,110,110,DC sputtering,120,Not clear,Not clear,Not clear,evaporation,Forward,Not clear,1735,19.5,73.5,24.92,19.7,20,No,,,,,,,,,
Nogay et al.,https://pubs.acs.org/doi/10.1021/acsenergylett.9b00377,Textured p-type silicon with high-temperature passivating contact,12/03/2019,2019,polo,p-type,FZ,SSP,2,200,Front,Planar,Textured,,,,,nc-SiCx:H(n),Not clear,PECVD,Not clear,nc-SiCx:F(p),PECVD,,,SiOx,UV-O3,tunneling,nc-Si:H(p),Not clear,PECVD,,,,,,,,,,SiOx,No,UV-O3,Ag,ITO/Ag,150,300,Before,Sputtering,Not clear,Not clear,,,p-i-n,LiF/C60,Spiro-TTB,Laser - not clear,6.25,1.81,1.42,SnO2,IZO/Ag,Ag,IZO,110,110,DC sputtering,120,Not clear,Not clear,Not clear,evaporation,Reverse,Not clear,1741,19.5,74.7,25.41,19.7,20,No,,,,,,,,,
Nogay et al.,https://pubs.acs.org/doi/10.1021/acsenergylett.9b00377,Textured p-type silicon with high-temperature passivating contact,12/03/2019,2019,polo,p-type,FZ,SSP,2,200,Front,Planar,Textured,,,,,nc-SiCx:H(n),Not clear,PECVD,Not clear,nc-SiCx:F(p),PECVD,,,SiOx,UV-O3,tunneling,nc-Si:H(p),Not clear,PECVD,,,,,,,,,,SiOx,No,UV-O3,Ag,ITO/Ag,150,300,Before,Sputtering,Not clear,Not clear,,,p-i-n,LiF/C60,Spiro-TTB,Laser - not clear,6.25,1.81,1.42,SnO2,IZO/Ag,Ag,IZO,110,110,DC sputtering,120,Not clear,Not clear,Not clear,evaporation,Tracking,Not clear,,,,25.1,19.7,20,No,,,,,,,,,
Kim et al.,https://www.sciencedirect.com/science/article/pii/S2211285519302514,First p-type silicon monolithic tandem solar cell,19/03/2019,2019,homojunction,p-type,Cz,DSP,1 - 5,525,Front,Planar,Planar,Not clear,None,None,RCA,Si(n),100,spin coating + annealing,Not clear,Si(p),evaporation + annealing,900,2,None,None,recombination,ITO,Not clear,magnetron RF sputtering,Not clear,None,None,Not clear,,,,,,None,No,None,Al/Ti/Ag,Al/Ti/Ag,,2000/20/1000,Before,electron-beam evaporation,None,None,,,p-i-n,PCBM/ZnO,PTAA,Not clear,Not clear,,0.27,None,IZO/Ag,Ag,IZO,150,150,,Not clear,No,0,0,e-beam evaporation,Reverse,,1645,16.12,79.92,21.19,16.15,15.95,No,,,,,,,,,
Kim et al.,https://www.sciencedirect.com/science/article/pii/S2211285519302514,First p-type silicon monolithic tandem solar cell,19/03/2019,2019,homojunction,p-type,Cz,DSP,1 - 5,525,Front,Planar,Planar,Not clear,None,None,RCA,Si(n),100,spin coating + annealing,Not clear,Si(p),evaporation + annealing,900,2,None,None,recombination,ITO,Not clear,magnetron RF sputtering,Not clear,None,None,Not clear,,,,,,None,No,None,Al/Ti/Ag,Al/Ti/Ag,,2000/20/1000,Before,electron-beam evaporation,None,None,,,p-i-n,PCBM/ZnO,PTAA,Not clear,Not clear,,0.27,None,IZO/Ag,Ag,IZO,150,150,,Not clear,No,0,0,e-beam evaporation,Forward,,1645,16.12,79.23,21.02,16.15,15.95,No,,,,,,,,,
Kim et al.,https://www.sciencedirect.com/science/article/pii/S2211285519302514,First p-type silicon monolithic tandem solar cell,19/03/2019,2019,homojunction,p-type,Cz,DSP,1 - 5,525,Front,Planar,Planar,Not clear,None,None,RCA,Si(n),100,spin coating + annealing,Not clear,Si(p),evaporation + annealing,900,2,None,None,recombination,ITO,Not clear,magnetron RF sputtering,Not clear,None,None,Not clear,,,,,,None,No,None,Al/Ti/Ag,Al/Ti/Ag,,2000/20/1000,Before,electron-beam evaporation,None,None,,,p-i-n,PCBM/ZnO,PTAA,Not clear,Not clear,,0.27,None,IZO/Ag,Ag,IZO,150,150,,Not clear,No,0,0,e-beam evaporation,Tracking,,,,,21.1,16.15,15.95,No,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bett et al.,https://onlinelibrary.wiley.com/doi/abs/10.1002/pip.3208,Record Voc for perovskite/silicon tandem at the time,27/09/2019,2019,heterojunction,n-type,FZ,Not clear,1,200,Front,Textured,Planar,Not clear,KOH,Not clear,RCA,a-Si:H(p/p+),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,200,Not clear,a-Si:H(i),PECVD,recombination,ITO,80,DC sputtering,100,None,None,Not clear,None,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,195,1000,Before,Not clear,None,None,,,n-i-p,TiO2,Spiro-OMeTAD,Laser - not clear,6.25,0.36,0.25,None,ITO/Au,Au,ITO,105,105,DC sputtering,150,No,0,0,thermal evaporation,Reverse,1.7,1837,15.2,77.3,21.6,17.7,12,No,,,,,,,,,
Bett et al.,https://onlinelibrary.wiley.com/doi/abs/10.1002/pip.3208,Record Voc for perovskite/silicon tandem at the time,27/09/2019,2019,heterojunction,n-type,FZ,Not clear,1,200,Front,Textured,Planar,Not clear,KOH,Not clear,RCA,a-Si:H(p/p+),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,200,Not clear,a-Si:H(i),PECVD,recombination,ITO,80,DC sputtering,100,None,None,Not clear,None,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,195,1000,Before,Not clear,None,None,,,n-i-p,TiO2,Spiro-OMeTAD,Laser - not clear,6.25,0.36,0.25,None,ITO/Au,Au,ITO,105,105,DC sputtering,150,No,0,0,thermal evaporation,Forward,1.7,1834,15.3,75.4,21.1,17.7,12,No,,,,,,,,,
Bett et al.,https://onlinelibrary.wiley.com/doi/abs/10.1002/pip.3208,Record Voc for perovskite/silicon tandem at the time,27/09/2019,2019,heterojunction,n-type,FZ,Not clear,1,200,Front,Textured,Planar,Not clear,KOH,Not clear,RCA,a-Si:H(p/p+),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,200,Not clear,a-Si:H(i),PECVD,recombination,ITO,80,DC sputtering,100,None,None,Not clear,None,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,195,1000,Before,Not clear,None,None,,,n-i-p,TiO2,Spiro-OMeTAD,Laser - not clear,6.25,0.36,0.25,None,ITO/Au,Au,ITO,105,105,DC sputtering,150,No,0,0,thermal evaporation,Tracking,1.7,,,,21.6,17.7,12,No,,,,,,,,,
Bett et al.,https://onlinelibrary.wiley.com/doi/abs/10.1002/pip.3208,Record Voc for perovskite/silicon tandem at the time,27/09/2019,2019,heterojunction,n-type,FZ,Not clear,1,200,Front,Textured,Planar,Not clear,KOH,Not clear,RCA,a-Si:H(p/p+),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,200,Not clear,a-Si:H(i),PECVD,recombination,ITO,80,DC sputtering,100,None,None,Not clear,None,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,195,1000,Before,Not clear,None,None,,,n-i-p,TiO2,Spiro-OMeTAD,Laser - not clear,6.25,0.36,0.25,None,ITO/Au,Au,ITO,105,105,DC sputtering,150,No,0,0,thermal evaporation,Reverse,1.7,1832,14.6,74.3,19.9,17.7,12,Yes, Six weeks storage in a nitrogen filled glove box,,,,,,,,
Bett et al.,https://onlinelibrary.wiley.com/doi/abs/10.1002/pip.3208,Record Voc for perovskite/silicon tandem at the time,27/09/2019,2019,heterojunction,n-type,FZ,Not clear,1,200,Front,Textured,Planar,Not clear,KOH,Not clear,RCA,a-Si:H(p/p+),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,200,Not clear,a-Si:H(i),PECVD,recombination,ITO,80,DC sputtering,100,None,None,Not clear,None,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,195,1000,Before,Not clear,None,None,,,n-i-p,TiO2,Spiro-OMeTAD,Laser - not clear,6.25,0.36,0.25,None,ITO/Au,Au,ITO,105,105,DC sputtering,150,No,0,0,thermal evaporation,Forward,1.7,1837,14.6,72.6,19.4,17.7,12,Yes, Six weeks storage in a nitrogen filled glove box,,,,,,,,
Bett et al.,https://onlinelibrary.wiley.com/doi/abs/10.1002/pip.3208,Record Voc for perovskite/silicon tandem at the time,27/09/2019,2019,heterojunction,n-type,FZ,Not clear,1,200,Front,Textured,Planar,Not clear,KOH,Not clear,RCA,a-Si:H(p/p+),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,200,Not clear,a-Si:H(i),PECVD,recombination,ITO,80,DC sputtering,100,None,None,Not clear,None,,,,,a-Si:H(i),No,PECVD,Ag,ITO/Ag,195,1000,Before,Not clear,None,None,,,n-i-p,TiO2,Spiro-OMeTAD,Laser - not clear,6.25,0.36,0.25,None,ITO/Au,Au,ITO,105,105,DC sputtering,150,No,0,0,thermal evaporation,Tracking,1.7,,,,19.91,17.7,12,Yes, Six weeks storage in a nitrogen filled glove box,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hou et al.,https://www.science.org/doi/10.1126/science.aaz3691,Solution-processed perovskite on textured silicon,06/03/2020,2020,heterojunction,n-type,FZ,Not clear,1 - 5,250-280,Rear,Textured,Textured,,,,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,InOx,40,sputtering,Not clear,200,10,,,,,,,a-Si:H(i),None,PECVD,Ag,ITO/Ag,150,250,Before,Sputtering,,,,,p-i-n,LiF/C60,NiOx,,6.25,,0.83,SnO2,IZO/Ag,Ag,IZO,100,100,sputtering,250,Yes,Not clear,Not clear,evaporation,Forward,1.68,1780,19.07,75.36,25.58,19.2,19.3,Yes,,,,,,,,,
Hou et al.,https://www.science.org/doi/10.1126/science.aaz3691,Solution-processed perovskite on textured silicon,06/03/2020,2020,heterojunction,n-type,FZ,Not clear,1 - 5,250-280,Rear,Textured,Textured,,,,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,InOx,40,sputtering,Not clear,200,10,,,,,,,a-Si:H(i),None,PECVD,Ag,ITO/Ag,150,250,Before,Sputtering,,,,,p-i-n,LiF/C60,NiOx,,6.25,,0.83,SnO2,IZO/Ag,Ag,IZO,100,100,sputtering,250,Yes,Not clear,Not clear,evaporation,Reverse,1.68,1793,19.08,73.66,25.19,19.2,19.3,Yes,,,,,,,,,
Hou et al.,https://www.science.org/doi/10.1126/science.aaz3691,Solution-processed perovskite on textured silicon,06/03/2020,2020,heterojunction,n-type,FZ,Not clear,1 - 5,250-280,Rear,Textured,Textured,,,,RCA + HF dip,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,InOx,40,sputtering,Not clear,200,10,,,,,,,a-Si:H(i),None,PECVD,Ag,ITO/Ag,150,250,Before,Sputtering,,,,,p-i-n,LiF/C60,NiOx,,6.25,,0.83,SnO2,IZO/Ag,Ag,IZO,100,100,sputtering,250,Yes,Not clear,Not clear,evaporation,Tracking,1.68,,,,25.71,19.2,19.3,Yes,,,,,,,,,
Xu et al.,https://www.science.org/doi/10.1126/science.aaz5074,Triple-halide wide–band gap perovskites,06/03/2020,2020,heterojunction,n-type,FZ,DSP,Not clear,250,Rear,Textured,Planar,,,,Piranha etch + RCA-B + BOE,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,,,,,,,a-Si:H(i),None,PECVD,Ag,ITO/Ag,150,200,Before,Sputtering,,,,,p-i-n,LiF/C60,NiOx/PolyTPD,,,1.21,1,SnO2/ZTO,ITO/Ag,Ag,ITO,60,60,sputtering,3000,Yes,25,2.5,evaporation,Forward - ARF,1.67,,,,26.94,19.9,19.3,No,,,,,,,,,
Xu et al.,https://www.science.org/doi/10.1126/science.aaz5074,Triple-halide wide–band gap perovskites,06/03/2020,2020,heterojunction,n-type,FZ,DSP,Not clear,250,Rear,Textured,Planar,,,,Piranha etch + RCA-B + BOE,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,,,,,,,a-Si:H(i),None,PECVD,Ag,ITO/Ag,150,200,Before,Sputtering,,,,,p-i-n,LiF/C60,NiOx/PolyTPD,,,1.21,1,SnO2/ZTO,ITO/Ag,Ag,ITO,60,60,sputtering,3000,Yes,25,2.5,evaporation,Reverse - ARF,1.67,1886,19.12,75.3,27.13,19.9,19.3,No,,,,,,,,,
Xu et al.,https://www.science.org/doi/10.1126/science.aaz5074,Triple-halide wide–band gap perovskites,06/03/2020,2020,heterojunction,n-type,FZ,DSP,Not clear,250,Rear,Textured,Planar,,,,Piranha etch + RCA-B + BOE,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,,,,,,,a-Si:H(i),None,PECVD,Ag,ITO/Ag,150,200,Before,Sputtering,,,,,p-i-n,LiF/C60,NiOx/PolyTPD,,,1.21,1,SnO2/ZTO,ITO/Ag,Ag,ITO,60,60,sputtering,3000,Yes,25,2.5,evaporation,Tracking,1.67,,,,27.04,19.9,19.3,No,,,,,,,,,
Xu et al.,https://www.science.org/doi/10.1126/science.aaz5074,Triple-halide wide–band gap perovskites,06/03/2020,2020,heterojunction,n-type,FZ,DSP,Not clear,250,Rear,Textured,Planar,,,,Piranha etch + RCA-B + BOE,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,,,,,,,,,a-Si:H(i),None,PECVD,Ag,ITO/Ag,150,200,Before,Sputtering,,,,,p-i-n,LiF/C60,NiOx/PolyTPD,,,1.21,1,SnO2/ZTO,ITO/Ag,Ag,ITO,60,60,sputtering,3000,Yes,25,2.5,evaporation,Tracking,1.67,,,,25.8,19.9,19.3,Yes,,,,,,,,,
Kim et al.,https://www.science.org/doi/10.1126/science.aba3433,Wide-bandgap perovskite anion-engineering,23/03/2020,2020,heterojunction,n-type,FZ,DSP,3,300,Rear,Textured,Planar,,,,RCA + BOE,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,Not clear,PECVD,recombination,ITO,20,sputtering,Not clear,,,,,,,,,Not clear,No,PECVD,Ag,ITO/Ag,80,300,Before,evaporation,,,,,p-i-n,C60/PEIE,PTAA,,,,0.188,PEIE,ITO/Ag,Ag,ITO,Not clear,Not clear,sputtering,150,None,None,None,evaporation,Forward,1.68,1756,19.2,79.2,26.7,18.89,19.13,No,,,,,,,,,
Kim et al.,https://www.science.org/doi/10.1126/science.aba3433,Wide-bandgap perovskite anion-engineering,23/03/2020,2020,heterojunction,n-type,FZ,DSP,3,300,Rear,Textured,Planar,,,,RCA + BOE,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,Not clear,PECVD,recombination,ITO,20,sputtering,Not clear,,,,,,,,,Not clear,No,PECVD,Ag,ITO/Ag,80,300,Before,evaporation,,,,,p-i-n,C60/PEIE,PTAA,,,,0.188,PEIE,ITO/Ag,Ag,ITO,Not clear,Not clear,sputtering,150,None,None,None,evaporation,Reverse,1.68,1756,19.2,79.2,26.7,18.89,19.13,No,,,,,,,,,
Kim et al.,https://www.science.org/doi/10.1126/science.aba3433,Wide-bandgap perovskite anion-engineering,23/03/2020,2020,heterojunction,n-type,FZ,DSP,3,300,Rear,Textured,Planar,,,,RCA + BOE,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,Not clear,PECVD,recombination,ITO,20,sputtering,Not clear,,,,,,,,,Not clear,No,PECVD,Ag,ITO/Ag,80,300,Before,evaporation,,,,,p-i-n,C60/PEIE,PTAA,,,,0.188,PEIE,ITO/Ag,Ag,ITO,Not clear,Not clear,sputtering,150,None,None,None,evaporation,Tracking,1.68,,,,26.5,18.89,19.13,No,,,,,,,,,
Kim et al.,https://www.science.org/doi/10.1126/science.aba3433,Wide-bandgap perovskite anion-engineering,23/03/2020,2020,heterojunction,n-type,FZ,DSP,3,300,Rear,Textured,Planar,,,,RCA + BOE,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,Not clear,PECVD,recombination,ITO,20,sputtering,Not clear,,,,,,,,,Not clear,No,PECVD,Ag,ITO/Ag,80,300,Before,evaporation,,,,,p-i-n,C60/PEIE,PTAA,,,,1.001,PEIE,ITO/Ag,Ag,ITO,Not clear,Not clear,sputtering,150,None,None,None,evaporation,Tracking,1.68,,,,26.2,18.89,19.13,Yes,,,,,,,,,
Lammanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chen et al.,https://www.sciencedirect.com/science/article/pii/S2542435120300350,Blade-coated perovskites on textured silicon,24/01/2020,2020,heterojunction,n-type,Not clear,Not clear,Not clear,Not clear,Rear,Textured,Nano-textured,,KOH,,Piranha etch + RCA-B + BOE,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,200,20,,,,,,,a-Si:H(i),Yes,PECVD,Ag,ITO/Ag,20,200,Before,Sputtering,,,,,p-i-n,C60,PTAA,,2.56,0.49,0.4225,SnO2,ITO/Ag,Ag,ITO,60,60,sputtering,500,Yes,130,Not clear,evaporation,Forward - ARF,,1820,19.2,74.4,26,19.4,19.3,No,,,,,,,,,
Chen et al.,https://www.sciencedirect.com/science/article/pii/S2542435120300350,Blade-coated perovskites on textured silicon,24/01/2020,2020,heterojunction,n-type,Not clear,Not clear,Not clear,Not clear,Rear,Textured,Nano-textured,,KOH,,Piranha etch + RCA-B + BOE,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,200,20,,,,,,,a-Si:H(i),Yes,PECVD,Ag,ITO/Ag,20,200,Before,Sputtering,,,,,p-i-n,C60,PTAA,,2.56,0.49,0.4225,SnO2,ITO/Ag,Ag,ITO,60,60,sputtering,500,Yes,130,Not clear,evaporation,Reverse - ARF,,1820,19.2,75.3,26.2,19.4,19.3,No,,,,,,,,,
Chen et al.,https://www.sciencedirect.com/science/article/pii/S2542435120300350,Blade-coated perovskites on textured silicon,24/01/2020,2020,heterojunction,n-type,Not clear,Not clear,Not clear,Not clear,Rear,Textured,Nano-textured,,KOH,,Piranha etch + RCA-B + BOE,a-Si:H(p),Not clear,PECVD,Not clear,a-Si:H(n),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,20,sputtering,Not clear,200,20,,,,,,,a-Si:H(i),Yes,PECVD,Ag,ITO/Ag,20,200,Before,Sputtering,,,,,p-i-n,C60,PTAA,,2.56,0.49,0.4225,SnO2,ITO/Ag,Ag,ITO,60,60,sputtering,500,Yes,130,Not clear,evaporation,Tracking,,,,,26.1,19.4,19.3,No,,,,,,,,,
Schulze et al.,https://onlinelibrary.wiley.com/doi/full/10.1002/solr.202000152,P-type silicon heterojunction bottom cell,08/05/2020,2020,heterojunction,p-type,FZ,Not clear,1,250,Front,Textured,Planar,,KOH,,RCA + HF dip,a-Si:H(n),Not clear,PECVD,Not clear,a-Si:H(p),PECVD,,,a-Si:H(i),PECVD,recombination,ITO,80,sputtering,Not clear,,,,,,,,,a-Si:H(i),Yes,PECVD,Ag,ITO/Ag,195,1000,Before,Not clear,,,,,p-i-n,C60,PTAA,chop saw,6.25,0.36,0.25,SnO2,ITO/Ag,Ag,ITO,70,70,sputtering,170,No,None,None,evaporation,Forward,1.68,1774,17.6,74.5,23.3,19.3,17.7,Yes,,,,,,,,,
